No.,2VF1 B,3VF1 G,4VF1 R,5IR B,6IR G,7IR R,8VF B,9VF G,10VF R,11LMD B,12LMD G,13LMD R
8058,2.263,1.943,3.939,0.011,0.011,0.006,3.125,3.534,5,457.3,525.7,0
8059,5,1.918,1.407,0.008,0.01,0.01,5,3.523,2.349,0,525.3,621.8
8060,2.224,1.934,3.944,0.011,0.011,0.006,3.096,3.434,5,459,524.4,0
8061,5,1.842,1.406,0.007,0.01,0.01,5,3.516,2.35,0,524.8,621.7
8062,2.267,1.946,3.941,0.012,0.011,0.007,3.179,3.442,5,457.8,525.1,0
8063,5,1.937,1.414,0.007,0.011,0.01,5,3.351,2.374,0,523.8,621.9
8064,5,1.932,1.395,0.007,0.011,0.011,5,3.381,2.364,0,523.5,621.1
8065,2.257,1.924,3.855,0.056,0.012,0.007,3.156,3.525,5,457.1,525.4,0
8066,2.269,1.936,3.953,0.011,0.011,0.006,3.13,3.431,5,457.2,525.6,0
8067,2.275,1.931,3.94,0.012,0.011,0.006,3.127,3.388,5,457.6,523.9,0
8068,5,1.925,1.407,0.007,0.01,0.01,5,3.509,2.345,0,525.4,621.7
8069,2.27,1.95,3.945,0.011,0.011,0.006,3.141,3.442,5,458.1,524,0
8070,2.225,1.93,3.938,0.012,0.011,0.006,3.123,3.389,5,457.6,523.7,0
8071,5,1.942,1.406,0.006,0.01,0.01,5,3.445,2.346,0,524.8,622.1
8072,2.275,1.949,3.923,0.012,0.012,0.007,3.086,3.465,5,460.1,523.7,0
8073,5,1.942,1.405,0.007,0.01,0.011,5,3.539,2.343,0,525.4,622
8074,2.17,1.93,3.94,0.011,0.011,0.006,3.107,3.388,5,458.2,523.7,0
8075,2.201,1.933,3.933,0.011,0.012,0.007,3.107,3.375,5,457.6,523.7,0
8076,5,1.928,1.395,0.007,0.011,0.01,5,3.389,2.364,0,523.8,621
8077,5,1.944,1.406,0.007,0.01,0.01,5,3.46,2.343,0,525.5,621.9
8078,5,1.852,1.407,0.007,0.01,0.011,5,3.465,2.361,0,524.3,621.7
8079,5,1.932,1.397,0.008,0.011,0.011,5,3.378,2.367,0,522.9,621.3
8080,5,1.848,0,0.009,0.012,10,5,3.454,0.088,0,524.5,0
8081,5,1.931,1.395,0.006,0.011,0.01,5,3.389,2.358,0,523.5,621.2
8082,5,1.852,1.406,0.007,0.01,0.011,5,3.461,2.34,0,524.8,621.8
8083,2.198,1.93,3.933,0.011,0.011,0.007,3.106,3.39,5,457.7,523.7,0
8084,5,1.867,1.405,0.007,0.01,0.01,5,3.529,2.335,0,523.9,621.9
8085,5,1.932,1.398,0.008,0.011,0.011,5,3.41,2.343,0,523.5,621.1
8086,2.15,1.932,3.938,0.011,0.012,0.006,3.092,3.37,5,458.1,523.6,0
8087,2.274,1.928,3.932,0.011,0.012,0.006,3.115,3.533,5,457.8,525.1,0
8088,2.268,1.921,3.93,0.012,0.011,0.006,3.155,3.524,5,457.4,525.3,0
8089,2.268,1.854,3.839,0.056,0.012,0.007,3.13,3.568,5,458.6,524.2,0
8090,5,1.92,1.407,0.008,0.01,0.01,5,3.566,2.345,0,525.4,621.7
8091,2.274,1.948,3.941,0.011,0.011,0.006,3.129,3.501,5,457.4,523.6,0
8092,5,1.913,1.405,0.007,0.01,0.011,5,3.453,2.351,0,524.2,622
8093,5,1.854,1.407,0.007,0.011,0.011,5,3.477,2.36,0,524.3,621.6
8094,5,1.935,1.41,0.006,0.01,0.01,5,3.319,2.373,0,524,621.5
8095,5,1.85,1.408,0.006,0.01,0.01,5,3.462,2.361,0,524.7,621.6
8096,5,1.946,1.406,0.007,0.011,0.01,5,3.461,2.342,0,523.6,621.7
8097,5,1.93,1.396,0.007,0.01,0.011,5,3.386,2.355,0,523.8,621.3
8098,2.266,1.859,3.933,0.011,0.012,0.007,3.133,3.493,5,458.5,524.8,0
8099,2.267,1.922,3.932,0.011,0.011,0.006,3.133,3.5,5,457.6,525.3,0
8100,5,1.925,1.405,0.006,0.01,0.011,5,3.555,2.352,0,525.2,621.9
8101,5,1.867,1.405,0.007,0.01,0.011,5,3.532,2.344,0,523.9,622
8102,5,1.852,1.406,0.007,0.01,0.011,5,3.502,2.352,0,524.3,621.6
8103,5,1.942,1.406,0.007,0.01,0.011,5,3.465,2.355,0,523.9,621.9
8104,5,1.941,1.406,0.007,0.011,0.011,5,3.464,2.332,0,525.9,621.9
8105,2.263,1.929,3.936,0.01,0.011,0.006,3.129,3.533,5,457.1,525.2,0
8106,5,1.86,1.406,0.007,0.01,0.01,5,3.51,2.34,0,524.4,621.7
8107,2.27,1.847,3.933,0.011,0.011,0.007,3.126,3.615,5,458,524.7,0
8108,2.258,1.827,3.926,0.012,0.012,0.006,3.133,3.462,5,459,526.2,0
8109,5,1.94,1.406,0.007,0.01,0.01,5,3.43,2.343,0,525.9,621.8
8110,5,1.834,1.407,0.007,0.01,0.01,5,3.431,2.355,0,525.4,621.7
8111,2.235,1.933,3.935,0.011,0.011,0.006,3.105,3.383,5,457.8,523.4,0
8112,2.189,1.934,3.929,0.011,0.011,0.006,3.107,3.425,5,458,523,0
8113,2.264,1.93,3.928,0.012,0.011,0.006,3.11,3.404,5,457.9,523.8,0
8114,2.242,1.931,3.928,0.012,0.011,0.006,3.11,3.387,5,457.6,523.9,0
8115,5,1.922,1.405,0.006,0.01,0.01,5,3.531,2.335,0,525.5,622
8116,2.257,1.933,3.934,0.011,0.012,0.006,3.43,3.372,5,458.8,523.5,0
8117,5,1.946,1.406,0.007,0.01,0.011,5,3.458,2.343,0,523.8,621.9
8118,2.277,1.943,3.848,0.055,0.012,0.007,3.152,3.437,5,457.4,524.2,0
8119,2.265,1.925,3.944,0.012,0.011,0.006,3.14,3.514,5,457.2,525.5,0
8120,2.22,1.946,3.93,0.011,0.01,0.006,3.086,3.521,5,459.7,524.1,0
8121,5,1.93,1.396,0.006,0.01,0.01,5,3.385,2.349,0,523.5,621.2
8122,5,1.925,1.406,0.007,0.01,0.01,5,3.499,2.354,0,525.1,621.8
8123,2.255,1.851,3.933,0.011,0.012,0.006,3.122,3.49,5,459.1,524.7,0
8124,5,1.931,1.397,0.007,0.01,0.011,5,3.374,2.356,0,523.1,621.3
8125,2.291,1.922,3.937,0.012,0.011,0.006,3.18,3.521,5,458.4,525.5,0
8126,2.21,1.931,3.929,0.011,0.011,0.006,3.115,3.401,5,458.1,523.7,0
8127,5,1.93,1.396,0.007,0.01,0.011,5,3.384,2.347,0,523.6,621.1
8128,5,5,4.013,0.007,0.011,0.011,5,5,5,0,0,0
8129,5,1.92,1.406,0.007,0.01,0.011,5,3.515,2.356,0,525.6,621.9
8130,2.265,1.949,3.848,0.055,0.012,0.007,3.129,3.528,5,457.2,524.5,0
8131,2.27,1.942,3.944,0.012,0.011,0.007,3.182,3.473,5,457.6,525.9,0
8132,5,1.854,1.407,0.008,0.01,0.01,5,3.49,2.355,0,524.1,621.6
8133,5,1.822,1.405,0.007,0.01,0.01,5,3.483,2.35,0,526.1,621.9
8134,5,1.945,1.405,0.008,0.011,0.01,5,3.522,2.336,0,525.2,622
8135,5,1.929,1.397,0.007,0.01,0.011,5,3.386,2.354,0,523.3,621.2
8136,2.268,1.945,3.935,0.011,0.011,0.006,3.173,3.442,5,457.7,524.6,0
8137,5,1.926,1.405,0.007,0.01,0.011,5,3.537,2.34,0,524.9,622
8138,5,1.918,1.405,0.007,0.01,0.01,5,3.542,2.338,0,525.4,621.9
8139,2.283,1.855,3.931,0.011,0.011,0.006,3.133,3.445,5,458.1,524.6,0
8140,2.277,1.854,3.926,0.012,0.012,0.007,3.152,3.463,5,457.4,525.1,0
8141,5,1.931,1.397,0.007,0.01,0.011,5,3.372,2.357,0,523.1,621.3
8142,2.255,1.929,3.845,0.054,0.012,0.007,3.126,3.462,5,457.2,526.1,0
8143,5,1.93,1.397,0.007,0.011,0.01,5,3.395,2.359,0,523.5,621.2
8144,5,1.841,1.406,0.006,0.01,0.01,5,3.439,2.356,0,525.1,621.7
8145,5,1.921,1.408,0.006,0.011,0.011,5,3.579,2.372,0,524.9,621.5
8146,2.268,1.922,3.938,0.012,0.012,0.007,3.137,3.515,5,458.5,525.8,0
8147,2.271,1.93,3.931,0.011,0.012,0.006,3.133,3.523,5,457.8,525.1,0
8148,5,1.93,1.396,0.007,0.01,0.01,5,3.402,2.349,0,523.8,621.2
8149,2.278,1.935,3.936,0.011,0.011,0.006,3.109,3.4,5,457.7,523.3,0
8150,5,1.924,1.406,0.006,0.01,0.01,5,3.531,2.336,0,525.3,622
8151,5,1.921,1.406,0.007,0.01,0.01,5,3.495,2.35,0,525,622
8152,5,1.848,1.405,0.007,0.01,0.053,5,3.532,2.35,0,524.2,621.9
8153,2.278,1.853,3.932,0.01,0.012,0.005,3.149,3.466,5,457.8,524.6,0
8154,5,1.92,1.406,0.007,0.01,0.01,5,3.509,2.352,0,525.5,621.7
8155,2.264,1.922,3.936,0.011,0.011,0.006,3.175,3.539,5,457.5,525.2,0
8156,2.261,1.947,3.933,0.012,0.011,0.007,3.166,3.582,5,457.4,525.1,0
8157,5,1.856,1.406,0.007,0.01,0.011,5,3.448,2.363,0,524.3,621.7
8158,2.217,1.95,3.849,0.054,0.012,0.006,3.08,3.445,5,459.7,523.8,0
8159,5,1.946,1.406,0.007,0.011,0.01,5,3.469,2.344,0,523.8,621.8
8160,5,1.931,1.396,0.007,0.011,0.011,5,3.388,2.349,0,523.8,621.1
8161,5,1.945,1.406,0.007,0.011,0.011,5,3.466,2.349,0,525.2,621.8
8162,5,1.94,1.405,0.007,0.009,0.01,5,3.478,2.351,0,525.7,621.8
8163,2.265,1.931,3.936,0.012,0.012,0.007,3.151,3.428,5,457.3,526.3,0
8164,2.278,1.923,3.93,0.01,0.011,0.007,3.155,3.536,5,457.3,525.2,0
8165,2.269,1.95,3.931,0.011,0.012,0.006,3.146,3.446,5,458,523.6,0
8166,2.262,1.836,3.925,0.012,0.012,0.007,3.14,3.47,5,459,524.7,0
8167,2.263,1.927,3.928,0.011,0.012,0.006,3.121,3.512,5,457.3,525.1,0
8168,5,1.93,1.396,0.007,0.011,0.011,5,3.387,2.352,0,523.7,621
8169,5,1.837,1.406,0.006,0.01,0.01,5,3.551,2.351,0,525.8,622
8170,2.219,1.918,3.936,0.011,0.011,0.006,3.085,3.542,5,459.1,525.5,0
8171,5,1.833,1.405,0.007,0.01,0.01,5,3.54,2.344,0,525.4,621.8
8172,5,1.927,1.406,0.007,0.01,0.01,5,3.523,2.345,0,525.3,622
8173,5,1.827,1.406,0.007,0.01,0.01,5,3.509,2.342,0,524.8,622
8174,2.217,1.924,3.935,0.011,0.011,0.007,3.085,3.558,5,460,525.5,0
8175,5,1.926,1.406,0.008,0.011,0.01,5,3.515,2.361,0,524.9,621.8
8176,5,1.919,1.405,0.007,0.01,0.01,5,3.539,2.351,0,525.3,622
8177,2.267,1.921,3.933,0.011,0.011,0.006,3.16,3.542,5,457.1,525.6,0
8178,5,1.922,1.405,0.007,0.011,0.01,5,3.557,2.34,0,525.4,622
8179,5,1.836,1.407,0.007,0.01,0.011,5,3.46,2.359,0,525.3,621.7
8180,2.271,1.923,3.934,0.011,0.011,0.006,3.128,3.557,5,457.4,525.4,0
8181,5,1.841,1.406,0.007,0.01,0.01,5,3.521,2.337,0,524.6,622
8182,5,1.925,1.406,0.007,0.01,0.01,5,3.505,2.353,0,525.3,622
8183,5,1.841,1.406,0.007,0.01,0.011,5,3.514,2.361,0,525,621.9
8184,5,1.922,1.405,0.008,0.011,0.01,5,3.552,2.349,0,525.5,622.1
8185,5,1.864,1.405,0.008,0.011,0.011,5,3.557,2.351,0,524.2,621.7
8186,2.258,1.862,3.93,0.011,0.011,0.006,3.13,3.543,5,458.9,524.3,0
8187,2.279,1.843,3.925,0.011,0.011,0.007,3.148,3.488,5,457.4,525.4,0
8188,5,1.929,1.397,0.007,0.01,0.01,5,3.433,2.354,0,523.8,621.1
8189,5,1.857,1.406,0.007,0.01,0.01,5,3.479,2.347,0,524.3,621.7
8190,2.268,1.824,3.929,0.011,0.011,0.006,3.142,3.536,5,458.4,525.3,0
8191,2.261,1.932,3.926,0.011,0.012,0.006,3.123,3.41,5,457.7,523.8,0
8192,2.266,1.867,3.924,0.011,0.011,0.006,3.142,3.574,5,459,524.1,0
8193,2.25,1.947,3.926,0.012,0.011,0.007,3.086,3.466,5,457.6,523.9,0
8194,5,1.933,1.395,0.007,0.01,0.011,5,3.38,2.356,0,523.3,621.1
8195,5,1.949,1.406,0.007,0.01,0.011,5,3.476,2.345,0,524.1,621.9
8196,2.228,1.934,3.847,0.055,0.011,0.006,3.11,3.401,5,457.8,523.3,0
8197,2.262,1.931,3.942,0.012,0.011,0.007,3.12,3.445,5,457.7,526.2,0
8198,2.262,1.93,3.93,0.012,0.012,0.006,3.117,3.391,5,457.8,523.9,0
8199,2.249,1.948,3.929,0.011,0.011,0.006,3.093,3.479,5,457.8,523.7,0
8200,5,1.927,1.406,0.007,0.01,0.01,5,3.54,2.344,0,524.9,622
8201,2.225,1.927,3.937,0.011,0.011,0.006,3.088,3.456,5,459.7,523.8,0
8202,2.267,1.926,3.93,0.011,0.011,0.007,3.134,3.528,5,457.4,525.2,0
8203,5,1.855,1.406,0.007,0.01,0.011,5,3.506,2.344,0,524.2,621.7
8204,2.26,1.925,3.934,0.011,0.011,0.006,3.162,3.491,5,457.9,525.5,0
8205,2.27,1.945,3.93,0.011,0.011,0.006,3.141,3.438,5,458.6,525,0
8206,2.248,1.842,3.925,0.011,0.012,0.006,3.112,3.471,5,458.7,525.7,0
8207,2.254,1.936,3.929,0.011,0.011,0.006,3.096,3.322,5,457.6,523.9,0
8208,5,1.942,1.406,0.008,0.01,0.01,5,3.539,2.355,0,525.3,621.9
8209,5,1.83,1.407,0.008,0.01,0.01,5,3.455,2.354,0,526.4,621.6
8210,2.245,1.83,3.932,0.011,0.011,0.007,3.075,3.46,5,457.7,526.4,0
8211,2.258,1.928,3.928,0.012,0.011,0.006,3.136,3.547,5,457.7,525,0
8212,5,1.92,0,0.009,0.011,10,5,3.522,0.086,0,525.2,0
8213,2.274,1.83,3.924,0.012,0.012,0.007,3.126,3.459,5,457.8,525.8,0
8214,2.219,1.921,3.924,0.012,0.012,0.006,3.124,3.532,5,457.4,525.4,0
8215,5,1.82,1.406,0.006,0.012,0.011,5,3.495,2.338,0,526.2,621.9
8216,5,1.838,1.406,0.007,0.01,0.011,5,3.55,2.34,0,525,621.8
8217,5,1.92,1.406,0.007,0.01,0.01,5,3.471,2.354,0,523.7,622
8218,5,1.946,1.405,0.007,0.01,0.01,5,3.472,2.341,0,523.8,621.8
8219,5,1.929,1.397,0.007,0.01,0.01,5,3.429,2.339,0,524,621.3
8220,5,1.815,1.405,0.008,0.01,0.011,5,3.492,2.35,0,526.3,621.8
8221,2.229,1.861,3.932,0.011,0.011,0.007,3.087,3.479,5,459.6,523.9,0
8222,2.271,1.923,3.927,0.012,0.012,0.007,3.129,3.528,5,457.8,525.3,0
8223,5,1.855,1.406,0.007,0.01,0.011,5,3.478,2.345,0,524.6,621.9
8224,5,1.914,1.406,0.007,0.011,0.011,5,3.448,2.355,0,524.7,622
8225,5,1.924,1.396,0.008,0.057,0.011,5,3.384,2.353,0,523.2,621.1
8226,2.26,1.946,3.934,0.011,0.011,0.006,3.12,3.58,5,457.2,525.1,0
8227,5,1.926,1.406,0.008,0.011,0.01,5,3.585,2.361,0,525.1,621.8
8228,5,1.949,1.405,0.008,0.01,0.011,5,3.549,2.342,0,524.1,622
8229,5,1.928,1.397,0.007,0.01,0.011,5,3.389,2.355,0,523.7,621.3
8230,5,1.928,1.397,0.006,0.01,0.01,5,3.413,2.344,0,523.5,621.2
8231,2.229,1.93,3.934,0.011,0.011,0.007,3.115,3.437,5,457.9,523.8,0
8232,2.26,1.854,3.926,0.011,0.011,0.006,3.132,3.58,5,459.1,524.4,0
8233,2.268,1.95,3.927,0.012,0.012,0.007,3.125,3.47,5,457.7,524.6,0
8234,2.268,1.944,3.927,0.011,0.012,0.006,3.159,3.492,5,457.4,525.5,0
8235,5,1.929,1.396,0.007,0.011,0.01,5,3.407,2.354,0,523.6,621.2
8236,5,1.93,1.396,0.007,0.01,0.01,5,3.393,2.356,0,523.9,621.1
8237,5,1.919,1.405,0.007,0.01,0.01,5,3.528,2.34,0,525.4,622.1
8238,2.263,1.927,3.934,0.011,0.012,0.007,3.121,3.561,5,457.7,525.3,0
8239,2.258,1.857,1.407,0.007,0.011,0.011,3.18,3.473,2.36,459,524,621.8
8240,2.266,1.829,3.942,0.011,0.011,0.006,3.13,3.538,5,458.4,525.6,0
8241,5,1.946,1.406,0.007,0.01,0.01,5,3.544,2.347,0,524.9,622
8242,5,1.95,1.407,0.007,0.011,0.01,5,3.535,2.359,0,523.7,622
8243,2.243,1.941,1.405,0.007,0.01,0.01,3.231,3.462,2.342,459,524.9,622.1
8244,2.269,1.824,1.406,0.007,0.01,0.01,3.19,3.489,2.351,457.8,526,621.9
8245,5,1.92,1.405,0.009,0.01,0.01,5,3.555,2.342,0,525.3,621.8
8246,2.26,1.85,1.407,0.006,0.01,0.011,3.188,3.504,2.36,458.9,524.3,622
8247,2.228,1.944,1.407,0.007,0.011,0.01,3.138,3.582,2.358,458.3,525.2,622.2
8248,2.277,1.947,1.405,0.008,0.011,0.01,3.151,3.468,2.348,460,523.9,621.9
8249,2.273,1.945,1.409,0.011,0.011,0.006,3.132,3.495,2.414,457.2,525.5,622
8250,2.27,1.919,1.406,0.007,0.01,0.011,3.179,3.577,2.353,457.9,525.4,622.1
8251,4.686,1.919,1.407,0.008,0.011,0.01,5,3.556,2.347,0,525.5,621.8
8252,2.265,1.925,1.405,0.007,0.01,0.011,3.177,3.575,2.34,458.3,525.3,622.1
8253,2.261,1.936,1.411,0.011,0.011,0.006,3.109,3.333,2.428,457.4,523.8,621.6
8254,2.209,1.933,1.406,0.007,0.01,0.011,3.116,3.429,2.353,458.2,524.3,622.1
8255,2.265,1.925,1.406,0.006,0.011,0.011,3.178,3.513,2.354,457.3,525.2,622.2
8256,2.264,1.84,1.409,0.011,0.012,0.006,3.123,3.445,2.413,458.4,525.4,621.9
8257,2.264,1.841,1.406,0.008,0.01,0.011,3.187,3.495,2.347,458.6,524.3,622
8258,2.259,1.859,1.408,0.011,0.011,0.007,3.121,3.477,2.403,458.8,524.3,621.8
8259,2.264,1.948,1.408,0.011,0.012,0.006,3.143,3.495,2.403,458.2,523.7,622
8260,2.18,1.934,1.398,0.011,0.011,0.006,3.101,3.414,2.417,458.5,523.6,621.1
8261,2.268,1.943,1.406,0.007,0.01,0.01,3.202,3.465,2.35,458.1,524.9,622.2
8262,2.268,1.921,1.406,0.008,0.011,0.01,3.191,3.539,2.344,457.5,525.7,622.2
8263,2.231,1.922,1.406,0.006,0.01,0.011,3.148,3.485,2.34,457.6,524,622
8264,2.258,1.918,1.406,0.008,0.01,0.01,3.235,3.537,2.336,460.2,525.5,622.1
8265,2.264,1.829,1.406,0.007,0.01,0.01,3.183,3.501,2.34,458.6,525.8,622
8266,2.268,1.94,1.407,0.011,0.011,0.006,3.145,3.396,2.402,459.1,521.2,622.1
8267,2.257,1.926,1.406,0.007,0.011,0.01,3.163,3.529,2.342,458,525.2,622.2
8268,2.269,1.95,1.408,0.011,0.011,0.007,3.12,3.497,2.402,457.3,524.3,622.2
8269,2.175,1.932,1.396,0.007,0.011,0.01,3.153,3.375,2.348,458.7,523.7,621.2
8270,2.258,1.941,1.405,0.007,0.01,0.061,3.192,3.458,2.341,458.2,524.4,622.2
8271,2.233,1.921,1.405,0.007,0.01,0.011,3.141,3.518,2.345,457.5,525.3,622.1
8272,2.268,1.924,1.408,0.011,0.012,0.007,3.133,3.521,2.409,457.6,525.6,622.2
8273,2.268,1.929,1.408,0.011,0.011,0.006,3.13,3.556,2.416,457.1,525,622.1
8274,2.255,1.852,1.408,0.068,0.011,0.007,3.125,3.5,2.399,459,524.3,622
8275,2.263,1.919,1.407,0.012,0.011,0.007,3.117,3.57,2.4,457.2,525.4,622.2
8276,2.226,1.931,1.395,0.007,0.01,0.01,3.157,3.442,2.353,458.3,523.5,621.3
8277,2.257,1.949,1.407,0.011,0.012,0.006,3.129,3.445,2.401,459.5,523.7,621.9
8278,2.23,1.848,1.406,0.007,0.01,0.059,3.148,3.508,2.353,458.9,524.9,621.8
8279,2.261,1.926,1.408,0.01,0.012,0.006,3.112,3.557,2.409,457.2,525.5,622.3
8280,2.274,1.949,1.408,0.011,0.012,0.006,3.14,3.446,2.398,458.2,523.7,622
8281,2.233,1.951,1.408,0.012,0.011,0.006,3.073,3.43,2.414,458.1,523.9,622.2
8282,2.233,1.93,1.397,0.008,0.011,0.011,3.165,3.41,2.34,457.9,523.9,621.2
8283,2.227,1.946,1.406,0.01,0.011,0.011,3.139,3.446,2.339,459,523.8,621.9
8284,2.232,1.847,1.406,0.007,0.011,0.011,3.155,3.444,2.347,457.8,525.1,621.9
8285,2.262,1.945,1.407,0.011,0.011,0.006,3.151,3.439,2.399,457.3,525.5,621.9
8286,2.274,1.845,1.408,0.007,0.01,0.01,3.204,3.475,2.351,457.4,525.1,621.8
8287,2.21,1.946,1.406,0.006,0.011,0.011,3.234,3.523,2.354,458.8,524.8,622.1
8288,2.279,1.932,1.399,0.012,0.011,0.007,3.107,3.41,2.415,457.8,523.1,621.4
8289,2.262,1.925,1.406,0.007,0.01,0.011,3.177,3.521,2.345,458.2,525.1,621.9
8290,2.23,1.92,1.405,0.007,0.011,0.01,3.139,3.54,2.335,458.4,525.5,622.1
8291,2.246,1.929,1.409,0.011,0.011,0.006,3.101,3.525,2.407,457.8,525.1,621.9
8292,2.259,1.855,1.406,0.007,0.011,0.01,3.197,3.472,2.347,458.4,524.3,621.8
8293,2.189,1.932,1.397,0.007,0.011,0.01,3.151,3.394,2.34,457.7,523.3,621.4
8294,2.274,1.846,1.406,0.007,0.01,0.01,3.191,3.496,2.351,457.5,524.5,621.9
8295,2.277,1.946,1.406,0.007,0.011,0.011,3.211,3.507,2.348,457.4,523.9,622
8296,2.258,1.85,3.952,0.011,0.012,0.007,3.127,3.543,5,458.9,524,0
8297,5,1.93,1.397,0.007,0.01,0.011,5,3.396,2.344,0,523.7,621.2
8298,2.275,1.944,0,0.065,0.012,10,3.124,3.447,0.163,458.9,524.3,0
8299,2.261,1.829,1.407,0.013,0.012,0.007,3.119,3.475,2.438,458.7,525.9,622.1
8300,2.272,1.924,1.406,0.008,0.011,0.01,3.259,3.496,2.33,458.2,525.3,622.1
8301,2.24,1.93,1.397,0.007,0.01,0.011,3.177,3.363,2.346,457.9,523.4,621.1
8302,5,1.85,1.408,0.007,0.01,0.011,5,3.484,2.354,0,524.5,621.5
8303,5,1.823,1.406,0.008,0.01,0.01,5,3.502,2.33,0,525.8,621.9
8304,2.24,1.943,0,0.009,0.012,10,3.142,3.455,0.068,458.4,524.4,0
8305,2.264,1.924,1.406,0.008,0.011,0.011,3.172,3.554,2.327,457.9,525.4,622.1
8306,2.262,1.925,1.405,0.007,0.011,0.011,3.184,3.481,2.332,457.2,525.5,622.1
8307,2.26,1.928,1.408,0.011,0.012,0.006,3.128,3.501,2.418,458.9,524.9,622.1
8308,2.262,1.943,1.406,0.007,0.01,0.011,3.183,3.451,2.337,457.4,525.6,621.9
8309,2.26,1.921,1.409,0.011,0.011,0.006,3.13,3.534,2.41,458.5,525.4,621.9
8310,2.242,1.93,1.397,0.007,0.011,0.01,3.173,3.448,2.354,457.7,523.9,621.6
8311,2.266,1.928,1.408,0.011,0.012,0.006,3.118,3.515,2.405,457.1,525.2,622.2
8312,2.276,1.828,1.408,0.011,0.011,0.007,3.135,3.475,2.403,457.3,526.2,622
8313,2.259,1.937,1.405,0.007,0.01,0.011,3.202,3.42,2.346,457.7,521.3,622.1
8314,2.272,1.922,1.407,0.008,0.011,0.01,3.155,3.507,2.365,459.5,525.5,622.2
8315,2.265,1.925,1.407,0.011,0.011,0.007,3.128,3.491,2.401,457.2,525.5,622.2
8316,2.274,1.84,1.408,0.011,0.011,0.006,3.14,3.544,2.407,458,525.5,622.2
8317,2.267,1.947,1.407,0.011,0.012,0.007,3.137,3.472,2.404,457.6,524.1,622
8318,2.265,1.945,1.408,0.011,0.012,0.006,3.129,3.455,2.406,458.8,525.5,622
8319,2.255,1.824,1.406,0.012,0.011,0.006,3.121,3.487,2.398,459.4,526.1,621.9
8320,2.262,1.947,1.409,0.011,0.011,0.006,3.108,3.469,2.418,458,524.9,622.1
8321,2.263,1.938,1.408,0.011,0.012,0.007,3.129,3.433,2.421,457.2,525.5,622
8322,2.269,1.928,1.408,0.012,0.011,0.006,3.131,3.549,2.417,458.4,525.1,622.1
8323,2.228,1.93,1.396,0.008,0.01,0.011,3.159,3.389,2.353,459,523.9,621.4
8324,2.271,1.859,1.406,0.008,0.011,0.011,3.199,3.469,2.34,458,524.6,621.9
8325,5,1.924,1.406,0.007,0.01,0.01,5,3.52,2.332,0,525.1,622
8326,2.271,1.841,1.409,0.011,0.011,0.006,3.121,3.437,2.42,457.8,525.3,621.9
8327,2.243,1.926,1.407,0.007,0.01,0.01,3.136,3.528,2.349,458,525.2,622
8328,2.2,1.948,1.405,0.007,0.011,0.011,3.119,3.484,2.339,457.7,524.8,622.2
8329,2.267,1.927,1.407,0.011,0.011,0.006,3.144,3.522,2.403,458.4,525.2,622.2
8330,2.271,1.933,1.399,0.012,0.011,0.007,3.114,3.393,2.418,458.2,523.9,621.3
8331,2.247,1.93,1.398,0.008,0.011,0.01,3.168,3.392,2.344,457.6,523.5,621.4
8332,2.278,1.947,3.95,0.011,0.011,0.006,3.071,3.469,5,459.8,524,0
8333,2.247,1.926,1.408,0.011,0.011,0.006,3.079,3.513,2.408,457.6,525.3,622
8334,2.265,1.95,1.408,0.011,0.011,0.007,3.135,3.457,2.412,457.2,524.1,622.2
8335,2.26,1.921,1.408,0.012,0.012,0.006,3.102,3.515,2.415,458,525.6,622.3
8336,2.292,1.95,1.406,0.007,0.01,0.011,3.255,3.441,2.355,457.3,523.8,622.1
8337,2.276,1.934,0.001,0.068,0.012,10,3.108,3.402,0.145,457.7,523.4,0
8338,2.235,1.948,1.407,0.012,0.011,0.006,3.085,3.503,2.408,458,525,622.1
8339,2.296,1.926,1.407,0.012,0.012,0.006,3.177,3.515,2.402,457.8,525.3,622.2
8340,2.28,1.948,3.937,0.012,0.011,0.006,3.148,3.49,5,457.4,524.1,0
8341,2.219,1.93,1.397,0.007,0.01,0.01,3.176,3.392,2.35,458.2,524,621.3
8342,2.237,1.93,1.397,0.007,0.011,0.011,3.177,3.393,2.36,457.8,523.8,621.1
8343,2.277,1.854,1.409,0.012,0.012,0.006,3.136,3.441,2.416,457.5,524.7,621.9
8344,2.263,1.93,1.407,0.012,0.012,0.006,3.123,3.436,2.411,457.4,526.5,622.1
8345,2.274,1.86,1.406,0.008,0.011,0.011,3.184,3.485,2.337,457.8,524.5,622
8346,2.229,1.946,1.405,0.008,0.011,0.011,3.135,3.477,2.332,458,523.8,622.1
8347,2.267,1.949,1.406,0.007,0.011,0.01,3.188,3.45,2.348,457.3,524,622.2
8348,2.253,1.857,1.406,0.008,0.011,0.011,3.178,3.519,2.335,458.9,524.6,621.9
8349,2.263,1.944,1.406,0.008,0.011,0.01,3.189,3.453,2.334,457.4,525.6,622
8350,2.266,1.943,1.406,0.008,0.01,0.011,3.192,3.444,2.35,458.9,525,622.2
8351,2.234,1.947,1.405,0.007,0.011,0.01,3.149,3.461,2.333,458.1,523.8,622.1
8352,2.287,1.946,1.408,0.011,0.011,0.006,3.203,3.447,2.407,458.1,524.2,622.2
8353,2.267,1.945,1.409,0.012,0.011,0.006,3.123,3.599,2.414,457.2,525.2,622.2
